volume,number,title,date_subject,date_published,graphics,physical,subject,location,abstract,notes,catalog_date,catalog_by,date_entered,date_modified,source_file
Volume 2,1983,Good Earth Restaurant.,"1966-11-22 DO Porter, Lota F.",,"Transparencies, 2 Slides, 2",4x5C 1x1C,"[""RESTAURANTS, LUNCH ROOMS, ETC.""]","[""Porter neg drawers""]",,,"McGill, June 27, 1994",DM,"March 07,2016",,General_Index_FCHR_Vol_2
Volume 2,1984,Music class.,"1966-11-23 352 DO Porter, Lota F.",,"Negatives, 5",2x2 B/W,[],"[""Porter neg drawers""]",,,"McGill, June 27, 1994",DM,"March 07,2016",,General_Index_FCHR_Vol_2
Volume 2,1985,[Voter registration certificates and oaths.],"1965-1970 DO Taylor, Deborah",,,,"[""NAMES"", ""ELECTIONS"", ""VOTERS""]","[""Blue acid-free box labelled VOTER REGISTRATION 1965-1970""]",,,"McGill/Dinh, June 28, 1994",,"March 07,2016",,General_Index_FCHR_Vol_2
Volume 2,1986,,"1966-12-22 DO Porter, Lota F.",,Negative,4x5B/W,[],"[""Porter neg drawers""]",,,"McGill, June 28, 1994",DM,"March 07,2016",,General_Index_FCHR_Vol_2
Volume 2,1987,Porter Studios.,"1967-01-12 DO Porter, Lota F.",,"Negatives, 65",2x2B/W,[],"[""Porter neg drawers""]",,,"McGill, June 28, 1994",DM,"March 07,2016",,General_Index_FCHR_Vol_2
Volume 2,1988,Peace essay contest.,"1967-01-25 DO Porter, Lota F.",,"Negatives, 8",2x2B/W,[],"[""Porter neg drawers""]",,,"McGill, June 28, 1994",DM,"March 07,2016",,General_Index_FCHR_Vol_2
Volume 2,1989,,,"Apr.3, 1978 DO Netherton, Ross D.",Plat Photoprint,,"[""GREAT FOREST"", ""STR RILEY ST--311""]","[""rf RILEY ST"", ""Porter neg drawers rf RILEY ST--311""]",,,"McGill, June 28, 1994",,"March 07,2016",,General_Index_FCHR_Vol_2
Volume 2,1990,[Voter registration certificates and oaths.],"1965-1970 DO Taylor, Deborah",,,,"[""NAMES"", ""ELECTIONS"", ""VOTERS""]","[""Blue acid-free box labelled VOTER REGISTRATION 1965-1970""]",,,"McGill/Dinh, June 29, 1994",,"March 07,2016",,General_Index_FCHR_Vol_2
Volume 2,1991,"Reports on Falls Church project. STI Arlington County development, 1940-65. Fairfax County development, 1940-65. Physical characteristics of City, 1992. Residential development in City, 1920-48. Residential development in City, 1948-65. Population characteristics of City, 1940-65. Education in Falls Church, 1940-65.",1992-05-06,,,,"[""URBAN DEVELOPMENT"", ""CITY PLANNING""]","[""FALLS CHURCH HISTORICAL COMMISSION""]",,,"McGill, June 30, 1994",,"March 07,2016",,General_Index_FCHR_Vol_2
Volume 2,1992,Falls Church tricentennial afghan.,"1993-01-01 DO Netherton, Ross",,,,"[""AFGHANS"", ""BLANKETS"", ""TRICENTENNIAL CELEBRATION""]","[""ANNIVERSARIES--300 YEARS""]",,,"McGill, June 30, 1994",,"March 07,2016",,General_Index_FCHR_Vol_2
Volume 2,1993,Dedication of the Falls Church Veterans Memorial.,"1994-05-30 DO Netherton, Ross D.",,,Yellow,"[""MEMORIALS"", ""VETERANS""]","[""MEMORIALS""]",,,"McGill, June 30, 1994",,2016-03-07,,General_Index_FCHR_Vol_2
Volume 2,1994,[Candidates for Constitutional Officers.],"Nov. 1993 DO Netherton, Ross D.",,Photos,,"[""TREASURER"", ""SHERIFF"", ""COMMISSIONER OF THE REVENUE""]","[""ELECTIONS--CONSTITUTIONAL OFFICERS--1993""]",,,"McGill, June 30, 1994",,2016-03-07,,General_Index_FCHR_Vol_2
Volume 2,1995,Buried gold.,,,Maps,,"[""BIG CHIMNEYS"", ""BERRYMANS HILL"", ""LEE HOUSE"", ""HILL HOUSE"", ""STR MAPLE AVE S""]","[""rf MAPLE AVE S""]",,,"McGill, June 30, 1994",,"March 07,2016",,General_Index_FCHR_Vol_2
Volume 2,1996,"Sustainable development: from Haymarket, Virginia to the City of Falls Church.","Feb. 23,1994 DO Netherton, Ross D.",,,,[],"[""LEAGUE OF WOMEN VOTERS""]",,,"McGill, June 30, 1994",,"March 07,2016",,General_Index_FCHR_Vol_2
Volume 2,1997,Resolution to waive the water availability charge for construction of 362 the University of Virginia and Virginia Polytechnic Institute and State University Graduate Center.,1994-06-13,,,,"[""UNIVERSITIES AND COLLEGES""]","[""RESOLUTIONS""]",,,"McGill, July 5, 1994",,"March 07,2016",,General_Index_FCHR_Vol_2
Volume 2,1998,Resolution creating a task force to review the Falls Church Commonwealth Alliance for Drug Rehabilitation and Education (CADRE) report.,1994-06-13,,,,"[""DRUG ABUSE""]","[""RESOLUTIONS""]",,,"McGill, July 5, 1994",,"March 07,2016",,General_Index_FCHR_Vol_2
Volume 2,1999,Memorial tablet.,1970-01-01,,Negative,"2""x 3"". B/W","[""MASONIC ORDERS"", ""SECRET SOCIETIES"", ""STR BROAD ST W--248"", ""ORG ODD FELLOWS, INDEPENDENT ORDER OF (IOOF)""]","[""Porter neg drawers rf BROAD ST W--248""]",,Death dates also included on tablet. Tablet was somewhat vandalized; shows graffiti.,"McGill, July 5, 1994",,2016-03-07,,General_Index_FCHR_Vol_2
Volume 2,2000,"Grand opening, Silvas gourmet pastries.",July 1994,,"8""x 11"", yellow",,"[""BAKERS AND BAKERIES"", ""STR ANNANDALE RD E-133"", ""365""]","[""BAKERS AND BAKERIES""]",,,"McGill, July 7, 1994",,"March 07,2016",,General_Index_FCHR_Vol_2
Volume 2,2001,,"May3,1951 DO Acosta, Francis J.",,Photoprint,"8""x 11"",B/W","[""ELLISON HOUSE"", ""STR BROAD ST W--934""]","[""PUBLIC LIBRARY""]",,,"McGill, July 7, 1994",,2016-03-07,,General_Index_FCHR_Vol_2
Volume 2,2002,Post Office parking lot.,"1967-03-16 DO Porter, Lota F.",,Negative,2x2C,"[""POSTAL SERVICE"", ""STR BROAD ST W--301""]","[""Porter neg drawers""]",,,"McGill, July 7, 1994",DM,"March 07,2016",,General_Index_FCHR_Vol_2
Volume 2,2003,,Apr. 1967 366,,"Negatives, 2",35mm C,[],"[""Porter neg drawers""]",,,"McGill, July 7, 1994",DM,"March 07,2016",,General_Index_FCHR_Vol_2
Volume 2,2004,,"Apr. 27,1967 DO Porter, Lota F.",,"Negatives, 2",2x2B/W,"[""VETERANS"", ""ORG VETERANS OF FOREIGN WARS POST 9274""]",[],,,"January 14,2003",,"March 07,2016",,General_Index_FCHR_Vol_2
Volume 2,2005,,"Apr. 28,1967",,"Negatives, 4",2x2C,[],"[""Porter neg drawers""]",,,"McGill, July 7, 1994",DM,2016-03-07,,General_Index_FCHR_Vol_2
Volume 2,2006,,"May4, 1967",,"Negatives, 16",2x2 B/W,"[""TRIPPS RUN"", ""STR LEE HWY""]","[""Porter neg drawers""]",,,"McGill, July 7, 1994",DM,"March 07,2016",,General_Index_FCHR_Vol_2
Volume 2,2007,,"1967-05-11 DO Porter, Lota F.",,"Negatives, 3",2x2 B/W,[],"[""Porter neg drawers""]",,,"McGill, July 7, 1994",DM,"March 07,2016",,General_Index_FCHR_Vol_2
Volume 2,2008,,"1967-05-20 DO Porter, Lota F.",,"Negatives, 15",35mm B/W,"[""BANKS AND BANKING"", ""CLOCKS"", ""STR BROAD ST E--101"", ""GREAT FALLS ST & WEST ST""]","[""Porter neg drawers""]",,,"McGill, July 7, 1994",DM,"March 07,2016",,General_Index_FCHR_Vol_2
Volume 2,2009,,"1967-06-01 DO Porter, Lota F.",,Negative,4x5B/W,"[""FATHER MULLARKEY MEMORIAL TROPHY"", ""SISTER CALISTA MEMORIAL TROPHY"", ""REWARDS, PRIZES, ETC.""]","[""Porter neg drawers""]",,,"McGill, July 7, 1994",DM,"March 07,2016",,General_Index_FCHR_Vol_2
Volume 2,2010,City Council.,"1967-06-13 DO Porter, Lota F.",,"Negatives, 3 Photoprint","4x5 B/W, 2x2 B/W (2) 8x10 B/W",[],"[""Porter neg drawers"", ""CITY COUNCIL--1964, 1967""]",,,"McGill, July 7, 1994",DM,"March 07,2016",,General_Index_FCHR_Vol_2
Volume 2,2011,,"1967-06-29 DO Porter, Lota F.",,"Negatives, 12",2x2C,"[""BUSES"", ""STR BROAD ST W--100 BLOCK""]","[""Porter neg drawers""]",,,"McGill, July 7, 1994",DM,2016-03-07,,General_Index_FCHR_Vol_2
Volume 2,2012,,"1967-07-05 DO Porter, Lota F.",,"Negatives, 4",3x4 B/W,[],"[""Porter neg drawers""]",,,"McGill, July 7, 1994",DM,"March 07,2016",,General_Index_FCHR_Vol_2
Volume 2,2013,Anderson Building.,"July 12,1967 DO Porter, Lota F.",,"Negatives, 15",2x2B/W,[],"[""Porter neg drawers""]",,,"McGill, July 7, 1994",DM,"March 07,2016",,General_Index_FCHR_Vol_2
Volume 2,2014,,"July 28,1967 DO Porter, Lota F.",,Negative,4x5B/W,[],"[""Porter neg drawers""]",,,"McGill, July 7, 1994",DM,"March 07,2016",,General_Index_FCHR_Vol_2
Volume 2,2015,,"Mar. 1966 DO Porter, Lota F.",,"Negatives, 12",2x2B/W,"[""TWO-WAY RADIO ANTENNA"", ""WATER TOWERS"", ""STR WASHINGTON ST N--100-200 BLOCK"", ""PARK AVE--100 BLOCK""]","[""Porter neg drawers""]",,,"McGill, July 7, 1994",DM,"March 07,2016",,General_Index_FCHR_Vol_2
Volume 2,2016,,"1967-09-08 DO Porter, Lota F.",,"Negatives, 10",2x2B/W,"[""BURGLARY""]","[""Porter neg drawers""]",,,"McGill, July 7, 1994",DM,2016-03-07,,General_Index_FCHR_Vol_2
Volume 2,2017,,"Sep. 30,1967 DO Porter, Lota F. 372",,"Negatives, 42","2x2 B/W (28), 35mm B/W (14)",[],"[""Porter neg drawers""]",,,"McGill, July 7, 1994",DM,"March 07,2016",,General_Index_FCHR_Vol_2
Volume 2,2018,Boots.,"1967-10-07 DO Porter, Lota F.",,Negative,4x5B/W,"[""BOOTS""]","[""Porter neg drawers""]",,,"McGill, July 7, 1994",DM,"March 07,2016",,General_Index_FCHR_Vol_2
Volume 2,2019,President Lyndon B. Johnson natural beauty program award.,"Oct. 11,1967 DO Porter, Lota F.",,"Negatives, 2",2x2B/W,"[""POSTAL SERVICE"", ""REWARDS, PRIZES, ETC.""]","[""Porter neg drawers""]",,,"McGill, July 7, 1994",DM 373,"March 07,2016",,General_Index_FCHR_Vol_2
Volume 2,2020,Bad check.,"1967-11-21 DO Porter, Lota F.",,Negative,23/4x3 1/2BW,[],"[""Porter neg drawers"", ""fh PORTER, QUENTIN R.""]",,Negative is of Irene Karlstromer. Original check in fh file.,"McGill, July 7, 1994",dm,"March 07,2016",,General_Index_FCHR_Vol_2
Volume 2,2021,,"1968-01-15 DO Porter, Lota F.",,"Negatives, 1",2x2B/W,[],"[""Porter neg drawers""]",,,"McGill, July 11, 1994",DM,2016-03-07,,General_Index_FCHR_Vol_2
Volume 2,2022,,"1968-01-15 DO Porter, Lota F.",,"Negatives, 2",2x2B/W,[],"[""Porter neg drawers""]",,,"McGill, July 11, 1994",DM,"March 07,2016",,General_Index_FCHR_Vol_2
Volume 2,2023,,"1968-01-16 DO Porter, Lota F.",,"Negatives, 12",2x2B/W,[],"[""Porter neg drawers""]",,,"McGill, July 11, 1994",DM,"March 07,2016",,General_Index_FCHR_Vol_2
Volume 2,2024,Cerebral Palsey Center.,"1968-01-29 DO Porter, Lota F.",,"Negatives, 29",2x2B/W,"[""SMOKEY THE BEAR""]","[""Porter neg drawers""]",,,"McGill, July 11, 1994",DM,"March 07,2016",,General_Index_FCHR_Vol_2
Volume 2,2025,School safety patrol.,"1968-02-01 DO Porter, Lota F.",,Negative Photoprint,4x5B/W 8x10 B/W ORG LIONS CLUB OF FALLS CHURCH,[],"[""Porter neg drawers"", ""LIONS CLUB OF FALLS CHURCH""]",,,"McGill, July 11, 1994",DM,"March 07,2016",,General_Index_FCHR_Vol_2
Volume 2,2026,,"Feb. 12,1968 DO Porter, Lota F.",,Negative,4x5B/W,[],"[""Porter neg drawers""]",,,"McGill, July 11, 1994",DM,"March 07,2016",,General_Index_FCHR_Vol_2
Volume 2,2027,Program on COMSAT.,"Feb. 13,1968","1968-03-07 DO Porter, Lota F.","Negatives, 10",35mm B/W,[],"[""Porter neg drawers""]",,,"McGill, July 11, 1994",DM,"March 07,2016",,General_Index_FCHR_Vol_2
Volume 2,2028,,"Feb. 21,1968 DO Porter, Lota F.",,Negative,2x2B/W,"[""AUTOMOBILES--SERVICE STATIONS"", ""SEVEN CORNERS""]","[""Porter neg drawers""]",,,"McGill, July 11, 1994",DM,"March 07,2016",,General_Index_FCHR_Vol_2
Volume 2,2029,Rodef Shalom on the map!,1968-01-29,"1968-03-07 DO Porter, Lota F.",Negatives,,[],"[""Porter neg drawers""]",,,"McGill, July 11, 1994",,"March 07,2016",,General_Index_FCHR_Vol_2
Volume 2,2030,Model.,"1968-02-28 DO Porter, Lota F.",,"Negatives, 6","2x2B/W (2),2x2C (4)",[],"[""Porter neg drawers""]",,,"McGill, July 11, 1994",DM,"March 07,2016",,General_Index_FCHR_Vol_2
Volume 2,2031,,"Feb. 27,1968","1968-03-14 DO Porter, Lota F.","Negatives, 6",2x2B/W,[],"[""Porter neg drawers""]",,,"McGill, July 11, 1994",DM,"March 07,2016",,General_Index_FCHR_Vol_2
Volume 2,2032,Central business area.,"1968-03-11 DO Porter, Lota F.",,"Negatives, 19",13/4x2 1/2 B/W,[],"[""Porter neg drawers""]",,,"McGill, July 11, 1994",DM,"March 07,2016",,General_Index_FCHR_Vol_2
Volume 2,2033,Television workshop.,"1968-03-26 DO Porter, Lota F.",,"Negatives, 2",2x2B/W,"[""DUNE BUGGY""]","[""Porter neg drawers""]",,,"McGill, July 11, 1994",DM,"March 07,2016",,General_Index_FCHR_Vol_2
Volume 2,2034,Bland music contest winners...,1968-03-02,"1968-03-28 DO Porter, Lota F.",Negative,4x5B/W ORG LIONS CLUB OF FALLS CHURCH SA NEWSPAP GLOBE 1682,[],"[""Porter neg drawers""]",,,"McGill, July 11, 1994",DM,"March 07,2016",,General_Index_FCHR_Vol_2
Volume 2,2035,[Voter registration certificates and oaths.],"1965-1970 DO Taylor, Deborah",,,,"[""NAMES"", ""ELECTIONS"", ""VOTERS""]","[""Blue acid-free box labelled VOTER REGISTRATION 1965-1970""]",,,"McGill/Dinh, July 11, 1994",,2016-03-07,,General_Index_FCHR_Vol_2
Volume 2,2036,[Voter registration certificates and oaths.],"1965-1970 DO Taylor, Deborah",,,,"[""NAMES"", ""ELECTIONS"", ""VOTERS""]","[""Blue acid-free box labelled VOTER REGISTRATION 1965-1970""]",,,"McGill/Dinh, July 12, 1994",,"March 07,2016",,General_Index_FCHR_Vol_2
Volume 2,2037,[Voter registration certificates and oaths.],"1965-1970 383 DO Taylor, Deborah",,,,"[""NAMES"", ""ELECTIONS"", ""VOTERS""]","[""Blue acid-free box labelled VOTER REGISTRATION 1965-1970""]",,,"McGill/Dinh, July 12, 1994",,"March 07,2016",,General_Index_FCHR_Vol_2
Volume 2,2038,[Voter registration certificates and oaths.],"1965-1970 DO Taylor, Deborah",,,,"[""NAMES"", ""ELECTIONS"", ""VOTERS""]","[""Blue acid-free box labelled VOTER REGISTRATION 1965-1970""]",,,"McGill/Dinh July 13, 1994",,"March 07,2016",,General_Index_FCHR_Vol_2
Volume 2,2039,,July 1994,,,,"[""MAYORS""]","[""MAYORS""]",,,"McGill, July 13, 1994",,"March 07,2016",,General_Index_FCHR_Vol_2
Volume 2,2040,[Voter registration certificates and oaths.],"1965-1970 DO Taylor, Deborah",,,,"[""NAMES"", ""ELECTIONS"", ""VOTERS""]","[""Blue acid-free box labelled VOTER REGISTRATION 1965-1970""]",,,"McGill/Dinh July 13, 1994",,"March 07,2016",,General_Index_FCHR_Vol_2
Volume 2,2041,,"Apr. 1968 DO Porter, Lota F.",,"Negatives, 44 Photoprints, 16",2x2B/W 8x10 B/W,[],"[""Porter neg drawers"", ""rf WASHINGTON ST N--384"", ""rf CHERRY ST N--111"", ""rf CHURCH PL"", ""rf CHERRY ST N--200 BLOCK (TENNIS COURTS)"", ""rf PARK AVE--300"", ""rf OAK ST S--601"", ""rf GORDON RD--7100"", ""rf PARK AVE--905"", ""rf COLUMBIA ST W--103"", ""rf BROAD ST E--225"", ""rf BROAD ST E--513"", ""rf WASHINGTON ST N--334"", ""rf BROAD ST W--810"", ""rf OAK ST N--400"", ""rf PARK AVE--312""]",,,"McGill, July 16, 1994",DM,"March 07,2016",,General_Index_FCHR_Vol_2
Volume 2,2042,Gumball dispenser.,"Apr.9, 1968 DO Porter, Lota F.",,"Negatives, 6",35mm B/W ORG LIONS CLUB OF FALLS CHURCH,[],"[""Porter neg drawers""]",,,"McGill, July 18, 1994",DM,"March 07,2016",,General_Index_FCHR_Vol_2
Volume 2,2043,,"1968-04-17 DO Porter, Lota F.",,"Negatives, 4",35mm B/W,[],"[""Porter neg drawers""]",,,"McGill, July 18, 1994",DM,"March 07,2016",,General_Index_FCHR_Vol_2
Volume 2,2044,,"Apr. 22,1968 DO Porter, Lota F.",,"Negatives, 3",2x2B/W 391,[],"[""Porter neg drawers""]",,,"McGill, July 18, 1994",DM,"March 07,2016",,General_Index_FCHR_Vol_2
Volume 2,2045,,"1968-04-23 DO Porter, Lota F.",,Negative,4x5B/W,[],"[""Porter neg drawers""]",,,"McGill, July 18, 1994",DM,"March 07,2016",,General_Index_FCHR_Vol_2
Volume 2,2046,Retirement.,"Mays, 1968 DO Porter, Lota F.",,"Negatives, 66","2x2 B/W (32), 13/4x2 1/2 B/W (24), 35mm B/W (10)",[],"[""Porter neg drawers""]",,,"McGill, July 18, 1994",DM,2016-03-07,,General_Index_FCHR_Vol_2
Volume 2,2047,Clyde Beatty - Cole Bros. circus banner.,"1968-05-13 DO Porter, Lota F.",,"Negatives, 24",35mm B/W,"[""AUTOMOBILES--SERVICE STATIONS"", ""CIRCUSES"", ""STR BROAD ST W--500 BLOCK"", ""ORG LIONS CLUB OF FALLS CHURCH""]","[""Porter neg drawers""]",,,"McGill, July 18, 1994",DM,2016-03-07,,General_Index_FCHR_Vol_2
Volume 2,2048,Sign ordinance.,"1968-05-01 DO Porter, Lota F.",,"Negatives, 39","35mm, B/W","[""ABC STORE"", ""MOBIL SERVICE STATION"", ""HUMBLE SERVICE STATION"", ""TEXACO SERVICE STATION"", ""ATLANTIC SERVICE STATION"", ""COOP SERVICE STATION"", ""GULF SERVICE STATION"", ""SHELL SERVICE STATION"", ""STR LEE HWY--7185"", ""LEE HWY--7213""]","[""Porter neg drawers""]",,,"McGill, July 18, 1994 394",DM,"March 07,2016",,General_Index_FCHR_Vol_2
Volume 2,2049,Mushrooms. Only a rose. Insect.,"1968-05-01 DO Porter, Lota F.",,"Negatives, 22","2x2 C (12), 35mm C (10)",[],"[""Porter neg drawers""]",,,"McGill, July 18, 1994",DM,"March 07,2016",,General_Index_FCHR_Vol_2
Volume 2,2050,Damage to building and wall.,"1968-05-17 DO Porter, Lota F.",,"Negatives, 3",35mm B/W,[],"[""Porter neg drawers""]",,,"McGill, July 18, 1994",DM,"March 07,2016",,General_Index_FCHR_Vol_2
Volume 2,2051,Accident at fire house.,"1968-06-25 DO Porter, Lota F.",,"Negatives, 39","2x2 B/W (20), 1 3/4x2 1/2 B/W (19)","[""RAILROADS--STATIONS--WASHINGTON AND OLD"", ""DOMINION (W&OD)"", ""AUTOMOBILE ACCIDENTS"", ""STR WASHINGTON ST N--500 BLOCK"", ""LEE HWY--6800 BLOCK.""]","[""Porter neg drawers""]",,,"McGill, July 18, 1994",DM,"March 07,2016",,General_Index_FCHR_Vol_2
Volume 2,2052,City Council members.,"1968-06-24 DO Porter, Lota F.",,"Negatives, 5","2x2B/W (1),13/4x2 1/2 B/W 4",[],"[""Porter neg drawers""]",,,"McGill, July 18, 1994",DM,"March 07,2016",,General_Index_FCHR_Vol_2
Volume 2,2053,"Big Chimneys land. DO Weiler, John F.",,,,,"[""BIG CHIMNEYS"", ""MIDDLE TURNPIKE"", ""STAR TAVERN"", ""SCHOOL BUILDINGS"", ""SAWMILLS"", ""WINTER HILL"", ""CENTRE LODGE"", ""GROVE COTTAGE""]","[""th THOMPSON, NATHAN""]",,,"McGill, July 18, 1994",,"March 07,2016",,General_Index_FCHR_Vol_2
Volume 2,2054,Awards at Mosby Inn.,"1968-06-27 July 18, 1969 DO Porter, Lota F.",,"Negatives, 22","2x2 B/W (19), 1 3/4x2 1/2 B/W (3)",[],"[""Porter neg drawers""]",,,"McGill, July 19, 1994",DM,"March 07,2016",,General_Index_FCHR_Vol_2
Volume 2,2055,Damage. 398,"1968-06-28 DO Porter, Lota F.",,"Negatives, 15","2x2B/W (12), 1 3/4x2 12 B/W (3)",[],"[""Porter neg drawers""]",,,"McGill, July 19, 1994",DM,"March 07,2016",,General_Index_FCHR_Vol_2
Volume 2,2056,Annual banquet.,"1968-06-22 DO Porter, Lota F.",,"Negatives, 11",35mm B/W,[],"[""Porter neg drawers""]",,,"McGill, July 19, 1994",DM,"March 07,2016",,General_Index_FCHR_Vol_2
Volume 2,2057,Installation of officers.,"1968-07-10 DO Porter, Lota F.",,"Negatives, 4",2x2B/W 399,"[""THE ROAR [SCRAPBOOK]"", ""ORG LIONS CLUB OF FALLS CHURCH""]","[""Porter neg drawers""]",,,"McGill, July 19, 1994",DM,"March 07,2016",,General_Index_FCHR_Vol_2
Volume 2,2058,Door.,"July 1968 DO Porter, Lota F.",,"Negatives, 3",35mm B/W ORG LIONS CLUB OF FALLS CHURCH,[],"[""Porter neg drawers""]",,,"McGill, July 19, 1994",DM,"March 07,2016",,General_Index_FCHR_Vol_2
Volume 2,2059,Going out of business sale.,"1968-08-01 DO Porter, Lota F.",,"Negatives, 4 Photoprint",2x2B/W 8x10 B/W,[],"[""Porter neg drawers"", ""rf BROAD ST E-108""]",,,"McGill, July 19, 1994 400",DM,"March 07,2016",,General_Index_FCHR_Vol_2
Volume 2,2060,Opening of [townhouses].,"1968-08-10 DO Porter, Lota F.",,"Negatives, 21",2x2B/W,[],"[""Porter neg drawers""]",,"Strathmeade Square, Annandale?","McGill, July 19, 1994",DM,"March 07,2016",,General_Index_FCHR_Vol_2
Volume 2,2061,[Voter registration certificates and oaths.],"1965-1970 DO Taylor, Deborah",,,,"[""NAMES"", ""ELECTIONS"", ""VOTERS""]","[""Blue acid-free box labelled VOTER REGISTRATION 1965-1970""]",,,"McGill/Dinh, July 19, 1994",,"March 07,2016",,General_Index_FCHR_Vol_2
Volume 2,2062,[Voter registration certificates and oaths.],"1965-1970 DO Taylor, Deborah",,,,"[""NAMES"", ""ELECTIONS"", ""VOTERS""]","[""Blue acid-free box labelled VOTER REGISTRATION 1965-1970""]",,,"McGill/Dinh, July 19, 1994",,"March 07,2016",,General_Index_FCHR_Vol_2
Volume 2,2063,Chief of police.,"1968-08-27 DO Porter, Lota F.",,"Negatives, 4",35mm B/W,[],"[""Porter neg drawers""]",,,"McGill, July 20, 1994",DM,"March 07,2016",,General_Index_FCHR_Vol_2
Volume 2,2064,Wedding.,"1968-09-21 DO Porter, Lota F.",,"Negatives, 56","2x2 C (50), 2x2 B/W (6)","[""MARRIAGES""]","[""Porter neg drawers""]",,,"McGill, July 20, 1994",DM,"March 07,2016",,General_Index_FCHR_Vol_2
Volume 2,2065,Altar.,"1965-01-01 DO Porter, Lota F.",,Negative,4x5C,"[""CHRISTMAS""]","[""Porter neg drawers""]",,,"McGill, July 20, 1994",DM,"March 07,2016",,General_Index_FCHR_Vol_2
Volume 2,2066,The telephone building plans.,"1968-10-18 DO Porter, Lota F.",,"Negatives, 6","2x2 B/W (4),2x2 C (2)",[],"[""Porter neg drawers""]",,,"McGill, July 20, 1994",DM,"March 07,2016",,General_Index_FCHR_Vol_2
Volume 2,2067,Hobby show.,"1969-01-25 DO Porter, Lota F.",,"Negatives, 2",2x2B/W,[],"[""Porter neg drawers""]",,,"McGill, July 20, 1994",DM,"March 07,2016",,General_Index_FCHR_Vol_2
Volume 2,2068,Event.,"Oct. 19,1968 DO Porter, Lota F.",,"Negatives, 10 407",35mm B/W,[],"[""Porter neg drawers""]",,,"McGill, July 20, 1994",DM,"March 07,2016",,General_Index_FCHR_Vol_2
Volume 2,2069,Dune buggy.,"1968-10-31 DO Porter, Lota F.",,"Negatives, 11",2x2B/W,"[""MUNICIPAL PARKING"", ""STR BROAD ST W--100 BLOCK""]","[""Porter neg drawers""]",,,"McGill, July 20, 1994",DM,"March 07,2016",,General_Index_FCHR_Vol_2
Volume 2,2070,First zone meeting.,"Sep. 25,1968 DO Porter, Lota F.",,"Negatives, 3",35mm B/W,[],"[""Porter neg drawers""]",,,"McGill, July 20, 1994 408",DM,"March 07,2016",,General_Index_FCHR_Vol_2
Volume 2,2071,Wedding.,"1968-12-21 DO Porter, Lota F.",,"Negatives, 24",2x2C,"[""MARRIAGES""]","[""Porter neg drawers""]",,,"McGill, July 20, 1994",DM,"March 07,2016",,General_Index_FCHR_Vol_2
Volume 2,2072,,"1968-12-30 DO Porter, Lota F.",,"Negatives, 9",2x2B/W,"[""SECRET SOCIETIES"", ""ORG JOB'S DAUGHTERS""]","[""Porter neg drawers""]",,,"McGill, July 20, 1994",DM,"March 07,2016",,General_Index_FCHR_Vol_2
Volume 2,2073,Egyptian statue.,"1969-01-03 DO Porter, Lota F.",,"Negatives, 3",4x5B/W,[],"[""Porter neg drawers""]",,,"McGill, July 20, 1994",DM,"March 07,2016",,General_Index_FCHR_Vol_2
Volume 2,2074,,"1968-04-27 DO Porter, Lota F.",,"Negatives, 23","2x2 C (20), 35mm C (3)","[""GREAT FALLS"", ""FIRE STATION"", ""TEXACO SERVICE STATION"", ""CITY HALL"", ""MUNICIPAL PARKING""]","[""Porter neg drawers""]",,,"McGill, July 20, 1994",DM,2016-03-07,,General_Index_FCHR_Vol_2
Volume 2,2075,All American city plaque.,"1962-01-01 410 DO Porter, Lota F.",,"Negatives, 4","2x2B/W (2),2x2C (2) ORG KIWANIS CLUB OF FALLS CHURCH",[],"[""Porter neg drawers""]",,,"McGill, July 21, 1994",DM,"March 07,2016",,General_Index_FCHR_Vol_2
Volume 2,2076,,"Jan. 1969 DO Porter, Lota F.",,"Negatives, 13",2x2C,"[""SWEARINGEN AWARD"", ""SIGNS AND SIGNBOARDS""]","[""Porter neg drawers""]",,,"McGill, July 21, 1994",DM,"March 07,2016",,General_Index_FCHR_Vol_2
Volume 2,2077,Test shots of personnel?,"Jan. 1969 DO Porter, Lota F.",,"Negatives, 13",2x2B/W,[],"[""Porter neg drawers""]",,,"McGill, July 21, 1994",DM,"March 07,2016",,General_Index_FCHR_Vol_2
